"Day","Items","Note","Amount"
"58","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(100)"
"58","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(100)"
"58","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(100)"
"58","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","(100)"
"58","Marketing Expense","Cash Payment - Marketing - Detroit - Body Wash","(100)"
"58","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","(100)"
"58","Salary Expense","Cash Payment - Salary Expense","(24338)"
"58","Retail","Revenue - Retail Sales New York - Mouthwash","24516"
"58","Retail","Revenue - Retail Sales New York - Body Wash","27390"
"58","Retail","Revenue - Retail Sales New York - Shampoo","18496"
"58","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","23258"
"58","Retail","Revenue - Retail Sales Los Angeles - Body Wash","21408"
"58","Retail","Revenue - Retail Sales Los Angeles - Shampoo","24174"
"58","Retail","Revenue - Retail Sales Detroit - Mouthwash","14210"
"58","Retail","Revenue - Retail Sales Detroit - Body Wash","12837"
"58","Retail","Revenue - Retail Sales Detroit - Shampoo","12172"
"58","Rental Expense","Cash Payment - RentalNew York","(10720)"
"58","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"58","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"58","Overflow Expense - Warehouse","Cash Payment - Overflow FeeMiami","(2784)"
"58","Rental Expense","Cash Payment - RentalMiami","(4800)"
"57","Human Resource Expense","Counselled","(2000)"
"57","Wholesales (B2B)","Revenue - B2B SO ID: 7398","178325"
"57","Wholesales (B2B)","Revenue - B2B SO ID: 7123","139524"
"57","Wholesales (B2B)","Revenue - B2B SO ID: 7535","122262"
"57","Wholesales (B2B)","Revenue - B2B SO ID: 7539","113955"
"57","Human Resource Expense","Counselled","(2000)"
"57","Human Resource Expense","Counselled","(2000)"
"57","Human Resource Expense","Counselled","(2000)"
"57","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"57","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"57","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"57","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(100)"
"57","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(100)"
"57","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(100)"
"57","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","(100)"
"57","Marketing Expense","Cash Payment - Marketing - Detroit - Body Wash","(100)"
"57","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","(100)"
"57","Salary Expense","Cash Payment - Salary Expense","(24338)"
"57","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 7676","(100)"
"57","Sales E Commerce","Revenue - E-Commerce Sales","4272"
"57","Retail","Revenue - Retail Sales New York - Mouthwash","21850"
"57","Retail","Revenue - Retail Sales New York - Body Wash","22120"
"57","Retail","Revenue - Retail Sales New York - Shampoo","14160"
"57","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","18981"
"57","Retail","Revenue - Retail Sales Los Angeles - Body Wash","25770"
"57","Retail","Revenue - Retail Sales Los Angeles - Shampoo","20544"
"57","Retail","Revenue - Retail Sales Detroit - Mouthwash","11583"
"57","Retail","Revenue - Retail Sales Detroit - Body Wash","12183"
"57","Retail","Revenue - Retail Sales Detroit - Shampoo","14976"
"57","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","(152)"
"57","Rental Expense","Cash Payment - RentalNew York","(10720)"
"57","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"57","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"57","Overflow Expense - Warehouse","Cash Payment - Overflow FeeMiami","(3192)"
"57","Rental Expense","Cash Payment - RentalMiami","(4800)"
"56","Wholesales (B2B)","Revenue - B2B SO ID: 6837","135170"
"56","Human Resource Expense","Counselled","(2000)"
"56","Human Resource Expense","Counselled","(2000)"
"56","Human Resource Expense","Counselled","(2000)"
"56","Human Resource Expense","Counselled","(2000)"
"56","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"56","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"56","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"56","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(100)"
"56","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(100)"
"56","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(100)"
"56","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","(100)"
"56","Marketing Expense","Cash Payment - Marketing - Detroit - Body Wash","(100)"
"56","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","(100)"
"56","Salary Expense","Cash Payment - Salary Expense","(24338)"
"56","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 7549","(100)"
"56","Sales E Commerce","Revenue - E-Commerce Sales","5674"
"56","Retail","Revenue - Retail Sales New York - Mouthwash","18200"
"56","Retail","Revenue - Retail Sales New York - Body Wash","16296"
"56","Retail","Revenue - Retail Sales New York - Shampoo","11340"
"56","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","26163"
"56","Retail","Revenue - Retail Sales Los Angeles - Body Wash","24900"
"56","Retail","Revenue - Retail Sales Los Angeles - Shampoo","28768"
"56","Retail","Revenue - Retail Sales Detroit - Mouthwash","7830"
"56","Retail","Revenue - Retail Sales Detroit - Body Wash","6913"
"56","Retail","Revenue - Retail Sales Detroit - Shampoo","9728"
"56","Penalty Expense","Cash Payment - Late penalty - SRV SO ID: 4571","(2200)"
"56","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","(608)"
"56","Rental Expense","Cash Payment - RentalNew York","(10720)"
"56","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"56","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"56","Overflow Expense - Warehouse","Cash Payment - Overflow FeeMiami","(3675)"
"56","Rental Expense","Cash Payment - RentalMiami","(4800)"
"55","Wholesales (B2B)","Revenue - B2B SO ID: 7254","115669"
"55","Human Resource Expense","Counselled","(2000)"
"55","Human Resource Expense","Counselled","(2000)"
"55","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"55","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"55","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"55","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(100)"
"55","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(100)"
"55","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(100)"
"55","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","(100)"
"55","Marketing Expense","Cash Payment - Marketing - Detroit - Body Wash","(100)"
"55","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","(100)"
"55","Salary Expense","Cash Payment - Salary Expense","(24784)"
"55","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 235","(15000)"
"55","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 236","(15000)"
"55","Retail","Revenue - Retail Sales New York - Mouthwash","33500"
"55","Retail","Revenue - Retail Sales New York - Body Wash","30044"
"55","Retail","Revenue - Retail Sales New York - Shampoo","21480"
"55","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","27675"
"55","Retail","Revenue - Retail Sales Los Angeles - Body Wash","31710"
"55","Retail","Revenue - Retail Sales Los Angeles - Shampoo","28736"
"55","Retail","Revenue - Retail Sales Detroit - Mouthwash","8640"
"55","Retail","Revenue - Retail Sales Detroit - Body Wash","9548"
"55","Retail","Revenue - Retail Sales Detroit - Shampoo","8768"
"55","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","(1064)"
"55","Rental Expense","Cash Payment - RentalNew York","(10720)"
"55","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"55","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"55","Overflow Expense - Warehouse","Cash Payment - Overflow FeeMiami","(3738)"
"55","Rental Expense","Cash Payment - RentalMiami","(4800)"
"54","Overdraft","","1250000"
"54","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 6966","(697920)"
"54","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 6966","(609600)"
"54","Overdraft","","625000"
"54","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 6966","(589440)"
"54","Wholesales (B2B)","Revenue - B2B SO ID: 6537","1186680"
"54","Wholesales (B2B)","Revenue - B2B SO ID: 6234","1282020"
"54","Overdraft","Repayment","(625000)"
"54","Penalty Expense","Cash Payment - Late penalty - B2B SO ID: 6234","(10000)"
"54","Wholesales (B2B)","Revenue - B2B SO ID: 7108","101948"
"54","Overdraft","Repayment","(1250000)"
"54","Human Resource Expense","Counselled","(2000)"
"54","Human Resource Expense","Counselled","(2000)"
"54","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"54","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"54","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"54","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(100)"
"54","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(100)"
"54","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(100)"
"54","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","(100)"
"54","Marketing Expense","Cash Payment - Marketing - Detroit - Body Wash","(100)"
"54","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","(100)"
"54","Salary Expense","Cash Payment - Salary Expense","(24784)"
"54","Retail","Revenue - Retail Sales New York - Mouthwash","11960"
"54","Retail","Revenue - Retail Sales New York - Body Wash","11513"
"54","Retail","Revenue - Retail Sales New York - Shampoo","7471"
"54","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","8370"
"54","Retail","Revenue - Retail Sales Los Angeles - Body Wash","10290"
"54","Retail","Revenue - Retail Sales Los Angeles - Shampoo","8704"
"54","Retail","Revenue - Retail Sales Detroit - Mouthwash","2754"
"54","Retail","Revenue - Retail Sales Detroit - Body Wash","2945"
"54","Retail","Revenue - Retail Sales Detroit - Shampoo","2624"
"54","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","(1900)"
"54","Rental Expense","Cash Payment - RentalNew York","(10720)"
"54","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"54","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"54","Overflow Expense - Warehouse","Cash Payment - Overflow FeeMiami","(3840)"
"54","Rental Expense","Cash Payment - RentalMiami","(4800)"
"53","Wholesales (B2B)","Revenue - B2B SO ID: 6952","181038"
"53","Wholesales (B2B)","Revenue - B2B SO ID: 6949","80850"
"53","Wholesales (B2B)","Revenue - B2B SO ID: 6639","1665350"
"53","Overdraft","Repayment","(625000)"
"53","Human Resource Expense","Counselled","(2000)"
"53","Human Resource Expense","Counselled","(2000)"
"53","Human Resource Expense","Counselled","(2000)"
"53","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"53","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"53","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"53","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(100)"
"53","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(100)"
"53","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(100)"
"53","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","(100)"
"53","Marketing Expense","Cash Payment - Marketing - Detroit - Body Wash","(100)"
"53","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","(100)"
"53","Salary Expense","Cash Payment - Salary Expense","(24784)"
"53","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 6986","(200)"
"53","Sales E Commerce","Revenue - E-Commerce Sales","11803"
"53","Overdraft","Repayment","(1484375)"
"53","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 7103","(400)"
"53","Sales E Commerce","Revenue - E-Commerce Sales","18770"
"53","Retail","Revenue - Retail Sales New York - Mouthwash","9984"
"53","Retail","Revenue - Retail Sales New York - Body Wash","11310"
"53","Retail","Revenue - Retail Sales New York - Shampoo","8897"
"53","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","8343"
"53","Retail","Revenue - Retail Sales Los Angeles - Body Wash","10140"
"53","Retail","Revenue - Retail Sales Los Angeles - Shampoo","9472"
"53","Retail","Revenue - Retail Sales Detroit - Mouthwash","2322"
"53","Retail","Revenue - Retail Sales Detroit - Body Wash","3658"
"53","Retail","Revenue - Retail Sales Detroit - Shampoo","3424"
"53","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","(2128)"
"53","Rental Expense","Cash Payment - RentalNew York","(10720)"
"53","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"53","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"53","Overflow Expense - Warehouse","Cash Payment - Overflow FeeMiami","(1611)"
"53","Rental Expense","Cash Payment - RentalMiami","(4800)"
"52","Human Resource Expense","Counselled","(2000)"
"52","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","(100)"
"52","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","(100)"
"52","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","(100)"
"52","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","(100)"
"52","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash","(100)"
"52","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","(100)"
"52","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","(100)"
"52","Marketing Expense","Cash Payment - Marketing - Detroit - Body Wash","(100)"
"52","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","(100)"
"52","Salary Expense","Cash Payment - Salary Expense","(24784)"
"52","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 6918","(500)"
"52","Sales E Commerce","Revenue - E-Commerce Sales","24721"
"52","Retail","Revenue - Retail Sales New York - Mouthwash","12558"
"52","Retail","Revenue - Retail Sales New York - Body Wash","14007"
"52","Retail","Revenue - Retail Sales New York - Shampoo","6293"
"52","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","7722"
"52","Retail","Revenue - Retail Sales Los Angeles - Body Wash","10980"
"52","Retail","Revenue - Retail Sales Los Angeles - Shampoo","7648"
"52","Retail","Revenue - Retail Sales Detroit - Mouthwash","2835"
"52","Retail","Revenue - Retail Sales Detroit - Body Wash","2573"
"52","Retail","Revenue - Retail Sales Detroit - Shampoo","2944"
"52","Interest Expense","Cash Payment - Interest - For Overdraft","(3467)"
"52","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","(2432)"
"52","Rental Expense","Cash Payment - RentalNew York","(10720)"
"52","Rental Expense","Cash Payment - RentalLos Angeles","(4320)"
"52","Rental Expense","Cash Payment - RentalDetroit","(4000)"
"52","Overflow Expense - Warehouse","Cash Payment - Overflow FeeMiami","(2778)"
